,name,city,state,url,rank,tuition,enroll,rank,blurb,salary,employment_rate
2,University of Kansas,Lawrence,KS,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-kansas-01087,72,682.0,71.0,72,"The School of Business at University of Kansas offers these departments and concentrations: finance, general management, marketing, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $682 per credit (in-state); full-time: $1,264 per credit (out-of-state); specialty master's: $682 per credit (in-state); and specialty master's: $1,264 per credit (out-of-state). At graduation, 60 percent of graduates of the full-time program are employed.","$76,213",60%
3,Auburn University (Harbert),Auburn,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/auburn-university-main-campus-01001,74,15120.0,69.0,74,"The Raymond J. Harbert College of Business at Auburn University (Harbert) offers these departments and concentrations: finance, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $15,120 total program (in-state); full-time: $45,360 total program (out-of-state); executive: $63,863 total program (in-state); executive: $63,863 total program (out-of-state); specialty master's: $15,120 total program (in-state); and specialty master's: $45,360 total program (out-of-state). At graduation, 65.60 percent of graduates of the full-time program are employed.","$65,583",65.6%
4,Clemson University,Greenville,SC,https://www.usnews.com/best-graduate-schools/top-business-schools/clemson-university-01198,74,19802.0,99.0,74,"The School of Business at Clemson University offers these departments and concentrations: entrepreneurship, general management, management information systems, and quantitative analysis/statistics and operations research. Its tuition is full-time: $19,802 per year (in-state); full-time: $32,540 per year (out-of-state); part-time: $833 per credit (in-state); and part-time: $1,731 per credit (out-of-state). At graduation, 55.80 percent of graduates of the full-time program are employed.","$64,063",55.8%
5,University of Colorado--Boulder (Leeds),Boulder,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-colorado-at-boulder-01036,74,52470.0,171.0,74,"The Leeds School of Business at University of Colorado--Boulder (Leeds) offers these departments and concentrations: entrepreneurship, finance, general management, leadership, marketing, production/operations management, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $52,470 total program (in-state); full-time: $64,125 total program (out-of-state); part-time: $57,516 total program (in-state); part-time: $57,516 total program (out-of-state); specialty master's: $1,053 per credit (in-state); and specialty master's: $1,474 per credit (out-of-state). At graduation, 38.20 percent of graduates of the full-time program are employed.","$77,580",38.2%
6,Chapman University (Argyros),Orange,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/chapman-university-01323,77,1790.0,,77,"The George L. Argyros School of Business and Economics at Chapman University (Argyros) offers these departments and concentrations: accounting, entrepreneurship, finance, international business, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,790 per credit. At graduation, 64 percent of graduates of the full-time program are employed.",N/A,64%
7,CUNY Bernard M. Baruch College (Zicklin),New York,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/cuny-bernard-m-baruch-college-01145,77,16310.0,67.0,77,"The Zicklin School of Business at CUNY Bernard M. Baruch College (Zicklin) offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, human resources management, international business, marketing, management information systems, production/operations management, organizational behavior, real estate, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $16,310 per year (in-state); full-time: $29,970 per year (out-of-state); part-time: $725 per credit (in-state); part-time: $1,110 per credit (out-of-state); executive: $86,500 total program (in-state); executive: $86,500 total program (out-of-state); specialty master's: $470 per credit (in-state); and specialty master's: $855 per credit (out-of-state). At graduation, 45 percent of graduates of the full-time program are employed.","$81,104",45%
8,University at Buffalo--SUNY,Buffalo,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/university-at-buffalo-01157,77,15000.0,184.0,77,"The School of Management at University at Buffalo--SUNY offers these departments and concentrations: consulting, e-commerce, finance, general management, health care administration, international business, marketing, management information systems, production/operations management, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $15,000 per year (in-state); full-time: $24,390 per year (out-of-state); part-time: $760 per credit (in-state); part-time: $760 per credit (out-of-state); executive: $52,000 total program (in-state); executive: $52,000 total program (out-of-state); specialty master's: $11,310 per year (in-state); and specialty master's: $23,100 per year (out-of-state). At graduation, 40.30 percent of graduates of the full-time program are employed.","$66,009",40.3%
9,University of Denver (Daniels),Denver,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-denver-01038,77,96000.0,75.0,77,"The Daniels College of Business at University of Denver (Daniels) offers these departments and concentrations: accounting, finance, international business, marketing, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $96,000 total program; part-time: $82,980 total program; executive: $99,588 total program; and specialty master's: $1,461 per credit. At graduation, 45 percent of graduates of the full-time program are employed.","$86,077",45%
0,Case Western Reserve University (Weatherhead),Cleveland,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/case-western-reserve-university-01169,81,44700.0,69.0,81,"The Weatherhead School of Management at Case Western Reserve University (Weatherhead) offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, international business, leadership, marketing, management information systems, not-for-profit management, production/operations management, organizational behavior, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $44,700 per year; part-time: $23,200 per year; and executive: $109,400 total program. At graduation, 30.80 percent of graduates of the full-time program are employed.","$70,196",30.8%
1,University of Oklahoma (Price),Oklahoma City,OK,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-oklahoma-norman-campus-01182,81,34000.0,94.0,81,"The Michael F. Price College of Business at University of Oklahoma (Price) offers these departments and concentrations: arts administration, entrepreneurship, finance, health care administration, management information systems, and technology. Its tuition is full-time: $34,000 total program (in-state); full-time: $54,000 total program (out-of-state); part-time: $27,000 total program (in-state); and part-time: $42,000 total program (out-of-state). At graduation, 48.30 percent of graduates of the full-time program are employed.","$80,341",48.3%
2,University of Kentucky (Gatton),Lexington,KY,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-kentucky-01090,83,34264.0,66.0,83,"The Gatton College of Business and Economics at University of Kentucky (Gatton) offers these departments and concentrations: accounting, economics, entrepreneurship, ethics, finance, general management, health care administration, international business, leadership, marketing, management information systems, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $34,264 total program (in-state); full-time: $40,798 total program (out-of-state); part-time: $951 per credit (in-state); part-time: $1,133 per credit (out-of-state); executive: $47,500 total program (in-state); executive: $47,500 total program (out-of-state); specialty master's: $26,066 total program (in-state); and specialty master's: $36,277 total program (out-of-state). At graduation, 45.30 percent of graduates of the full-time program are employed.","$58,355",45.3%
3,Binghamton University--SUNY,Binghamton,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/suny-at-binghamton-01261,84,15000.0,239.0,84,"The School of Management at Binghamton University--SUNY offers these departments and concentrations: finance, leadership, marketing, management information systems, and supply chain management/logistics. Its tuition is full-time: $15,000 per year (in-state); full-time: $24,390 per year (out-of-state); specialty master's: $11,310 per year (in-state); and specialty master's: $23,100 per year (out-of-state). At graduation, 53.20 percent of graduates of the full-time program are employed.","$67,529",53.2%
4,Syracuse University (Whitman),Syracuse,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/syracuse-university-01158,84,1683.0,48.0,84,"The Martin J. Whitman School of Management at Syracuse University (Whitman) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, marketing, real estate, and supply chain management/logistics. Its tuition is full-time: $1,683 per credit and specialty master's: $1,683 per credit. At graduation, 40 percent of graduates of the full-time program are employed.","$58,273",40%
5,Temple University (Fox),Philadelphia,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/temple-university-01193,84,64722.0,37.0,84,"The Richard J. Fox School of Business and Management at Temple University (Fox) offers these departments and concentrations: accounting, actuarial science, entrepreneurship, finance, general management, health care administration, human resources management, international business, marketing, management information systems, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $64,722 total program (in-state); full-time: $67,828 total program (out-of-state); part-time: $1,188 per credit (in-state); part-time: $1,188 per credit (out-of-state); executive: $1,999 per credit (in-state); executive: $1,999 per credit (out-of-state); specialty master's: $1,114 per credit (in-state); and specialty master's: $1,114 per credit (out-of-state). At graduation, 54.50 percent of graduates of the full-time program are employed.","$95,528",54.5%
6,American University (Kogod),Washington,DC,https://www.usnews.com/best-graduate-schools/top-business-schools/american-university-01258,87,88788.0,53.0,87,"The Kogod School of Business at American University (Kogod) offers these departments and concentrations: accounting, consulting, entrepreneurship, finance, marketing, real estate, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $88,788 total program and specialty master's: $1,812 per credit. At graduation, 47.60 percent of graduates of the full-time program are employed.","$85,641",47.6%
7,University of California--San Diego (Rady),La Jolla,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-california-san-diego-01608,87,52599.0,64.0,87,"The Rady School of Management at University of California--San Diego (Rady) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, leadership, manufacturing and technology management, marketing, organizational behavior, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $52,599 per year (in-state); full-time: $57,203 per year (out-of-state); part-time: $37,500 per year (in-state); part-time: $37,500 per year (out-of-state); executive: $48,750 per year (in-state); executive: $48,750 per year (out-of-state); specialty master's: $60,750 per year (in-state); and specialty master's: $60,750 per year (out-of-state). At graduation, 28.60 percent of graduates of the full-time program are employed.","$91,690",28.6%
8,University of San Francisco,San Francisco,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-san-francisco-01033,87,1575.0,69.0,87,"The Masagung Graduate School of Management at University of San Francisco offers these departments and concentrations: entrepreneurship, finance, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,575 per credit; part-time: $1,575 per credit; and executive: $95,680 total program. At graduation, 57.10 percent of graduates of the full-time program are employed.","$93,125",57.1%
9,Rochester Institute of Technology (Saunders),Rochester,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/rochester-institute-of-technology-01154,90,50136.0,150.0,90,"The Saunders College of Business at Rochester Institute of Technology (Saunders) offers these departments and concentrations: accounting, e-commerce, entrepreneurship, finance, general management, health care administration, hotel administration, human resources management, industrial management, international business, leadership, manufacturing and technology management, marketing, management information systems, production/operations management, public administration, public policy, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $50,136 per year; executive: $78,000 total program; and specialty master's: $50,136 per year. At graduation, 67.60 percent of graduates of the full-time program are employed.","$63,384",67.6%
0,University of Mississippi,University,MS,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-mississippi-main-campus-01129,90,24472.0,64.0,90,"The School of Business Administration at University of Mississippi offers these departments and concentrations: general management. Its tuition is full-time: $24,472 total program (in-state) and full-time: $53,920 total program (out-of-state). At graduation, 67.50 percent of graduates of the full-time program are employed.","$55,428",67.5%
1,Mississippi State University,Mississippi State,MS,https://www.usnews.com/best-graduate-schools/top-business-schools/mississippi-state-university-01127,92,13365.0,39.0,92,"The College of Business at Mississippi State University offers these departments and concentrations: accounting, marketing, management information systems, and quantitative analysis/statistics and operations research. Its tuition is full-time: $13,365 total program (in-state) and full-time: $35,925 total program (out-of-state). At graduation, 69.60 percent of graduates of the full-time program are employed.","$58,124",69.6%
2,Tulane University (Freeman),New Orleans,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/tulane-university-of-louisiana-01099,92,54900.0,67.0,92,"The A. B. Freeman School of Business at Tulane University (Freeman) offers these departments and concentrations: entrepreneurship, finance, general management, international business, leadership, and real estate. Its tuition is full-time: $54,900 per year and part-time: $35,100 per year. At graduation, 32.30 percent of graduates of the full-time program are employed.","$86,100",32.3%
3,University of Oregon (Lundquist),Eugene,OR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-oregon-01186,92,29235.0,128.0,92,"The Lundquist College of Business at University of Oregon (Lundquist) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, leadership, marketing, management information systems, production/operations management, organizational behavior, portfolio management, sports business, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $29,235 per year (in-state); full-time: $40,461 per year (out-of-state); part-time: $21,297 per year (in-state); part-time: $28,860 per year (out-of-state); executive: $81,000 total program (in-state); executive: $81,000 total program (out-of-state); specialty master's: $33,120 total program (in-state); and specialty master's: $43,420 total program (out-of-state). At graduation, 31.30 percent of graduates of the full-time program are employed.","$78,450",31.3%
4,University of San Diego,San Diego,CA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-san-diego-01032,92,1565.0,58.0,92,"The School of Business at University of San Diego offers these departments and concentrations: entrepreneurship, finance, general management, international business, marketing, and supply chain management/logistics. Its tuition is full-time: $1,565 per credit and part-time: $1,565 per credit. At graduation, 50 percent of graduates of the full-time program are employed.","$89,983",50%
5,North Carolina A&T State University,Greensboro,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/north-carolina-a--t-state-university-01394,96,4474.0,153.0,96,"The College of Business and Economics at North Carolina A&T State University offers these departments and concentrations: accounting, general management, human resources management, production/operations management, and supply chain management/logistics. Its tuition is full-time: $4,474 per year (in-state) and full-time: $17,394 per year (out-of-state). At graduation, 93.80 percent of graduates of the full-time program are employed.","$77,857",93.8%
6,Belmont University (Massey),Nashville,TN,https://www.usnews.com/best-graduate-schools/top-business-schools/belmont-university-01368,97,63200.0,29.0,97,"The Jack C. Massey Graduate School of Business at Belmont University (Massey) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, international business, and marketing. Its tuition is full-time: $63,200 total program and part-time: $63,200 total program. At graduation, 70.40 percent of graduates of the full-time program are employed.","$54,585",70.4%
7,Drexel University (LeBow),Philadelphia,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/drexel-university-01189,97,1306.0,58.0,97,"The LeBow College of Business at Drexel University (LeBow) offers these departments and concentrations: finance, general management, marketing, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,306 per credit; part-time: $1,151 per credit; executive: $1,858 per credit; and specialty master's: $1,139 per credit. At graduation, 42.90 percent of graduates of the full-time program are employed.","$85,250",42.9%
8,University of Houston (Bauer),Houston,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-houston-01219,97,25983.0,65.0,97,"The tuition at the C.T. Bauer College of Business at University of Houston (Bauer) is full-time: $25,983 per year (in-state); full-time: $41,253 per year (out-of-state); part-time: $15,590 per year (in-state); part-time: $24,752 per year (out-of-state); executive: $74,700 total program (in-state); executive: $106,004 total program (out-of-state); specialty master's: $15,590 per year (in-state); and specialty master's: $24,752 per year (out-of-state). At graduation, 42.90 percent of graduates of the full-time program are employed.","$85,312",42.9%
9,University of Colorado--Denver,Denver,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-colorado-denver-01037,100,42500.0,39.0,100,"The Business School at University of Colorado--Denver offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, human resources management, international business, leadership, marketing, management information systems, organizational behavior, sports business, supply chain management/logistics, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $42,500 total program (in-state); full-time: $42,500 total program (out-of-state); part-time: $626 per credit (in-state); part-time: $1,378 per credit (out-of-state); executive: $82,000 total program (in-state); executive: $82,000 total program (out-of-state); specialty master's: $626 per credit (in-state); and specialty master's: $1,378 per credit (out-of-state). At graduation, 14.30 percent of graduates of the full-time program are employed.","$78,616",14.3%
0,Bentley University,Waltham,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/bentley-university-01106,101,46116.0,113.0,101,"The Graduate School of Business at Bentley University offers these departments and concentrations: accounting, finance, leadership, marketing, and tax. Its tuition is full-time: $46,116 per year; part-time: $1,708 per credit; and specialty master's: $1,708 per credit. At graduation, 43.50 percent of graduates of the full-time program are employed.","$80,167",43.5%
1,Kansas State University,Manhattan,KS,https://www.usnews.com/best-graduate-schools/top-business-schools/kansas-state-university-01086,101,425.0,54.0,101,"The College of Business Administration at Kansas State University offers these departments and concentrations: accounting, entrepreneurship, ethics, finance, general management, human resources management, leadership, marketing, management information systems, production/operations management, organizational behavior, portfolio management, sports business, supply chain management/logistics, and technology. Its tuition is full-time: $425 per credit (in-state); full-time: $960 per credit (out-of-state); part-time: $425 per credit (in-state); part-time: $960 per credit (out-of-state); specialty master's: $425 per credit (in-state); and specialty master's: $960 per credit (out-of-state). At graduation, 53.30 percent of graduates of the full-time program are employed.",N/A,53.3%
2,Missouri University of Science & Technology,Rolla,MO,https://www.usnews.com/best-graduate-schools/top-business-schools/missouri-university-of-science--technology-01778,101,435.0,13.0,101,"The business school at Missouri University of Science & Technology offers these departments and concentrations: e-commerce, entrepreneurship, general management, leadership, management information systems, production/operations management, supply chain management/logistics, quantitative analysis/statistics and operations research, and technology. Its tuition is full-time: $435 per credit (in-state); full-time: $1,232 per credit (out-of-state); part-time: $435 per credit (in-state); part-time: $1,232 per credit (out-of-state); specialty master's: $435 per credit (in-state); and specialty master's: $1,232 per credit (out-of-state). At graduation, 64.30 percent of graduates of the full-time program are employed.","$66,500",64.3%
3,Texas State University (McCoy),San Marcos,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-state-university-01310,101,12504.0,39.0,101,"The Emmett and Miriam McCoy College of Business Administration at Texas State University (McCoy) offers these departments and concentrations: general management, health care administration, human resources management, international business, manufacturing and technology management, and supply chain management/logistics. Its tuition is full-time: $12,504 total program (in-state); full-time: $27,228 total program (out-of-state); part-time: $13,546 total program (in-state); part-time: $29,497 total program (out-of-state); specialty master's: $10,420 total program (in-state); and specialty master's: $22,689 total program (out-of-state). At graduation, 80 percent of graduates of the full-time program are employed.","$66,750",80%
4,Texas Tech University (Rawls),Lubbock,TX,https://www.usnews.com/best-graduate-schools/top-business-schools/texas-tech-university-01218,101,13986.0,94.0,101,"The Jerry S. Rawls College of Business Administration at Texas Tech University (Rawls) offers these departments and concentrations: health care administration, marketing, management information systems, and quantitative analysis/statistics and operations research. Its tuition is full-time: $13,986 total program (in-state); full-time: $31,710 total program (out-of-state); part-time: $8,127 total program (in-state); and part-time: $12,744 total program (out-of-state). At graduation, 16.90 percent of graduates of the full-time program are employed.","$61,157",16.9%
5,Clarkson University (Reh),Potsdam,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/clarkson-university-01147,106,52744.0,40.0,106,"The David D. Reh School of Business at Clarkson University (Reh) offers these departments and concentrations: accounting, entrepreneurship, general management, health care administration, human resources management, manufacturing and technology management, management information systems, production/operations management, and supply chain management/logistics. Its tuition is full-time: $52,744 total program. At graduation, 21.20 percent of graduates of the full-time program are employed.","$71,648",21.2%
6,Florida State University,Tallahassee,FL,https://www.usnews.com/best-graduate-schools/top-business-schools/florida-state-university-01047,106,480.0,157.0,106,"The College of Business at Florida State University offers these departments and concentrations: finance, human resources management, insurance, management information systems, real estate, and supply chain management/logistics. Its tuition is full-time: $480 per credit (in-state); full-time: $1,110 per credit (out-of-state); part-time: $480 per credit (in-state); part-time: $1,110 per credit (out-of-state); specialty master's: $480 per credit (in-state); and specialty master's: $1,110 per credit (out-of-state). At graduation, 41.10 percent of graduates of the full-time program are employed.","$62,913",41.1%
7,Louisiana Tech University,Ruston,LA,https://www.usnews.com/best-graduate-schools/top-business-schools/louisiana-tech-university-01093,106,4806.0,54.0,106,"The College of Business at Louisiana Tech University offers these departments and concentrations: accounting, finance, general management, marketing, management information systems, and quantitative analysis/statistics and operations research. Its tuition is full-time: $4,806 per year (in-state); full-time: $9,537 per year (out-of-state); part-time: $2,322 per year (in-state); part-time: $2,322 per year (out-of-state); executive: $19,550 total program (in-state); executive: $19,550 total program (out-of-state); specialty master's: $4,806 per year (in-state); and specialty master's: $9,537 per year (out-of-state). At graduation, 69.60 percent of graduates of the full-time program are employed.","$62,361",69.6%
8,St. John Fisher College,Rochester,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/st-john-fisher-college-01381,106,1160.0,32.0,106,"The School of Business at St. John Fisher College offers these departments and concentrations: accounting, general management, and health care administration. Its tuition is full-time: $1,160 per credit and part-time: $1,160 per credit. At graduation, 73.30 percent of graduates of the full-time program are employed.","$49,177",73.3%
9,Alfred University,Alfred,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/alfred-university-01366,110-143,38020.0,30.0,110-143,"The School of Business at Alfred University offers these departments and concentrations: accounting, general management, and health care administration. Its tuition is full-time: $38,020 per year and part-time: $810 per credit. At graduation, 100 percent of graduates of the full-time program are employed.","$53,500",100%
0,Appalachian State University (Walker),Boone,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/appalachian-state-university-01160,110-143,12659.0,69.0,110-143,"The Walker College of Business at Appalachian State University (Walker) offers these departments and concentrations: economics, general management, human resources management, international business, and supply chain management/logistics. Its tuition is full-time: $12,659 total program (in-state); full-time: $32,807 total program (out-of-state); part-time: $14,868 total program (in-state); and part-time: $38,574 total program (out-of-state). At graduation, 64.50 percent of graduates of the full-time program are employed.","$53,267",64.5%
1,Boise State University,Boise,ID,https://www.usnews.com/best-graduate-schools/top-business-schools/boise-state-university-01061,110-143,10741.0,79.0,110-143,"The College of Business & Economics at Boise State University offers these departments and concentrations: accounting and economics. Its tuition is full-time: $10,741 per year (in-state); full-time: $27,766 per year (out-of-state); part-time: $7,990 per year (in-state); part-time: $14,059 per year (out-of-state); executive: $49,800 total program (in-state); and executive: $49,800 total program (out-of-state). At graduation, 47.60 percent of graduates of the full-time program are employed.","$62,646",47.6%
2,Brandeis University,Waltham,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/brandeis-university-01594,110-143,54596.0,29.0,110-143,"The International Business School at Brandeis University offers these departments and concentrations: consulting, economics, finance, marketing, real estate, and quantitative analysis/statistics and operations research. Its tuition is full-time: $54,596 per year; part-time: $1,706 per credit; and specialty master's: $54,596 per year.","$79,000",0%
3,Bryant University,Smithfield,RI,https://www.usnews.com/best-graduate-schools/top-business-schools/bryant-university-01275,110-143,1118.0,76.0,110-143,"The Graduate School of Business at Bryant University offers these departments and concentrations: finance, general management, international business, supply chain management/logistics, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $1,118 per credit; part-time: $1,118 per credit; and specialty master's: $1,176 per credit. At graduation, 72.20 percent of graduates of the full-time program are employed.",N/A,72.2%
4,Canisius College (Wehle),Buffalo,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/canisius-college-wehle-01146,110-143,39560.0,82.0,110-143,"The Richard J. Wehle School of Business at Canisius College (Wehle) offers these departments and concentrations: accounting, finance, international business, marketing, and supply chain management/logistics. Its tuition is full-time: $39,560 per year and part-time: $860 per credit. At graduation, 42.90 percent of graduates of the full-time program are employed.","$53,333",42.9%
5,Clark University,Worcester,MA,https://www.usnews.com/best-graduate-schools/top-business-schools/clark-university-01109,110-143,1191.0,87.0,110-143,"The School of Management at Clark University offers these departments and concentrations: accounting, finance, general management, marketing, management information systems, and quantitative analysis/statistics and operations research. Its tuition is full-time: $1,191 per credit; part-time: $1,191 per credit; and specialty master's: $1,191 per credit. At graduation, 40.90 percent of graduates of the full-time program are employed.","$56,857",40.9%
6,College of Charleston,Charleston,SC,https://www.usnews.com/best-graduate-schools/top-business-schools/college-of-charleston-01343,110-143,27414.0,50.0,110-143,"The School of Business at College of Charleston offers these departments and concentrations: finance, hotel administration, and marketing. Its tuition is full-time: $27,414 total program (in-state) and full-time: $27,414 total program (out-of-state). At graduation, 37.50 percent of graduates of the full-time program are employed.","$58,800",37.5%
7,Duquesne University (Palumbo-Donahue),Pittsburgh,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/duquesne-university-01190,110-143,53688.0,19.0,110-143,"The tuition at the Palumbo-Donahue School of Business at Duquesne University (Palumbo-Donahue) is full-time: $53,688 total program; part-time: $1,336 per credit; and specialty master's: $991 per credit.","$58,883",0%
8,Florida International University,Miami,FL,https://www.usnews.com/best-graduate-schools/top-business-schools/florida-international-university-01046,110-143,21139.0,49.0,110-143,"The College of Business Administration at Florida International University offers these departments and concentrations: accounting, entrepreneurship, finance, general management, health care administration, human resources management, international business, leadership, marketing, management information systems, real estate, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $21,139 total program (in-state); full-time: $47,000 total program (out-of-state); part-time: $48,000 total program (in-state); part-time: $54,000 total program (out-of-state); executive: $48,000 total program (in-state); executive: $52,000 total program (out-of-state); specialty master's: $27,500 total program (in-state); and specialty master's: $39,000 total program (out-of-state). At graduation, 30 percent of graduates of the full-time program are employed.","$46,491",30%
9,Hofstra University (Zarb),Hempstead,NY,https://www.usnews.com/best-graduate-schools/top-business-schools/hofstra-university-01151,110-143,33458.0,201.0,110-143,"The Frank G. Zarb School of Business at Hofstra University (Zarb) offers these departments and concentrations: accounting, finance, general management, health care administration, international business, marketing, management information systems, sports business, quantitative analysis/statistics and operations research, and tax. Its tuition is full-time: $33,458 per year; part-time: $19,119 per year; executive: $70,000 total program; and specialty master's: $22,305 per year. At graduation, 31.80 percent of graduates of the full-time program are employed.","$84,697",31.8%
0,John Carroll University (Boler),University Heights,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/john-carroll-university-boler-01171,110-143,950.0,82.0,110-143,"The Boler College of Business at John Carroll University (Boler) offers these departments and concentrations: accounting, economics, entrepreneurship, finance, human resources management, international business, marketing, and tax. Its tuition is full-time: $950 per credit; part-time: $950 per credit; and specialty master's: $950 per credit. At graduation, 92.10 percent of graduates of the full-time program are employed.","$52,813",92.1%
1,Kent State University,Kent,OH,https://www.usnews.com/best-graduate-schools/top-business-schools/kent-state-university-kent-campus-01172,110-143,18862.0,41.0,110-143,"The College of Business Administration at Kent State University offers these departments and concentrations: accounting, economics, finance, general management, human resources management, international business, and quantitative analysis/statistics and operations research. Its tuition is full-time: $18,862 total program (in-state); full-time: $34,141 total program (out-of-state); executive: $43,900 total program (in-state); executive: $43,900 total program (out-of-state); specialty master's: $14,982 total program (in-state); and specialty master's: $29,416 total program (out-of-state). At graduation, 38.50 percent of graduates of the full-time program are employed.","$59,648",38.5%
2,La Salle University,Philadelphia,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/la-salle-university-01288,110-143,25060.0,54.0,110-143,"The School of Business at La Salle University offers these departments and concentrations: accounting, finance, general management, marketing, and quantitative analysis/statistics and operations research. Its tuition is full-time: $25,060 per year and part-time: $1,080 per credit. At graduation, 55.90 percent of graduates of the full-time program are employed.","$61,531",55.9%
3,Loyola University Maryland (Sellinger),Baltimore,MD,https://www.usnews.com/best-graduate-schools/top-business-schools/loyola-university-maryland-01102,110-143,59450.0,36.0,110-143,"The Sellinger School of Business and Management at Loyola University Maryland (Sellinger) offers these departments and concentrations: finance, general management, and marketing. Its tuition is full-time: $59,450 total program; part-time: $995 per credit; and specialty master's: $1,070 per credit. At graduation, 50 percent of graduates of the full-time program are employed.","$57,047",50%
4,Morgan State University (Graves),Baltimore,MD,https://www.usnews.com/best-graduate-schools/top-business-schools/morgan-state-university-01294,110-143,8190.0,65.0,110-143,"The Earl G. Graves School of Business and Management at Morgan State University (Graves) offers these departments and concentrations: accounting, entrepreneurship, finance, general management, hotel administration, human resources management, international business, marketing, management information systems, supply chain management/logistics, and technology. Its tuition is full-time: $8,190 per year (in-state); full-time: $16,092 per year (out-of-state); specialty master's: $6,825 per year (in-state); and specialty master's: $13,410 per year (out-of-state). At graduation, 17.90 percent of graduates of the full-time program are employed.","$90,000",17.9%
5,Oregon State University,Corvallis,OR,https://www.usnews.com/best-graduate-schools/top-business-schools/oregon-state-university-01184,110-143,35730.0,133.0,110-143,"The College of Business at Oregon State University offers these departments and concentrations: entrepreneurship, finance, human resources management, leadership, marketing, supply chain management/logistics, and quantitative analysis/statistics and operations research. Its tuition is full-time: $35,730 total program (in-state); full-time: $61,965 total program (out-of-state); part-time: $35,730 total program (in-state); part-time: $61,965 total program (out-of-state); specialty master's: $35,730 total program (in-state); and specialty master's: $61,965 total program (out-of-state). At graduation, 13.90 percent of graduates of the full-time program are employed.","$56,666",13.9%
